year,week,top_12_gross,top_12_change,total_gross,total_change,movies_count,top_movie,week_num,table_link,inflation_adjustment,infl_adj_top_12,infl_adj_total
1990,Jun. 8-14,"$80,802,932 ",2.40%,"$80,802,932 ",2.40%,10,Another 48 HRS.,23,/weekly/chart/?yr=1990&wk=23&p=.htm,1.9196,"$155,111,066 ","$155,111,065.68 "
1990,Jun. 1-7,"$78,928,773 ",-1.00%,"$78,928,773 ",-1.10%,11,Total Recall,22,/weekly/chart/?yr=1990&wk=22&p=.htm,1.9196,"$151,513,389 ","$151,513,389.31 "
1990,May 25-31,"$79,745,202 ",49.20%,"$79,771,292 ",49.20%,13,Back to the Future Part III,21,/weekly/chart/?yr=1990&wk=21&p=.htm,1.9196,"$153,080,624 ","$153,130,707.10 "
1990,May 18-24,"$53,454,077 ",50.00%,"$53,454,077 ",47.30%,12,Bird on a Wire,20,/weekly/chart/?yr=1990&wk=20&p=.htm,1.9196,"$102,611,609 ","$102,611,608.80 "
1990,May 11-17,"$35,632,230 ",-18.80%,"$36,285,858 ",-19.80%,18,Pretty Woman,19,/weekly/chart/?yr=1990&wk=19&p=.htm,1.9196,"$68,400,404 ","$69,655,122.21 "
1990,May 4-10,"$43,890,243 ",-14.80%,"$45,220,644 ",-16.40%,18,Pretty Woman,18,/weekly/chart/?yr=1990&wk=18&p=.htm,1.9196,"$84,252,665 ","$86,806,531.74 "
1990,Apr. 27-May3,"$51,529,347 ",3.10%,"$54,094,892 ",5.50%,15,Pretty Woman,17,/weekly/chart/?yr=1990&wk=17&p=.htm,1.9196,"$98,916,855 ","$103,841,731.22 "
1990,Apr. 20-26,"$49,974,655 ",-30.00%,"$51,301,535 ",-29.60%,17,Teenage Mutant Ninja Turtles,16,/weekly/chart/?yr=1990&wk=16&p=.htm,1.9196,"$95,932,435 ","$98,479,542.36 "
1990,Apr. 13-19,"$71,348,599 ",-19.30%,"$72,897,693 ",-20.30%,15,Teenage Mutant Ninja Turtles,15,/weekly/chart/?yr=1990&wk=15&p=.htm,1.9196,"$136,962,322 ","$139,935,996.96 "
1990,Apr. 6-12,"$88,395,376 ",4.80%,"$91,474,862 ",5.40%,17,Teenage Mutant Ninja Turtles,14,/weekly/chart/?yr=1990&wk=14&p=.htm,1.9196,"$169,685,686 ","$175,597,134.62 "
1990,Mar. 30-Apr. 5,"$84,365,364 ",46.40%,"$86,751,513 ",39.60%,15,Teenage Mutant Ninja Turtles,13,/weekly/chart/?yr=1990&wk=13&p=.htm,1.9196,"$161,949,588 ","$166,530,091.15 "
1990,Mar. 23-29,"$57,641,689 ",3.10%,"$62,165,079 ",2.00%,17,Pretty Woman,12,/weekly/chart/?yr=1990&wk=12&p=.htm,1.9196,"$110,650,240 ","$119,333,437.70 "
1990,Mar. 16-22,"$55,918,600 ",-5.60%,"$60,957,282 ",-2.00%,18,Hunt for Red October,11,/weekly/chart/?yr=1990&wk=11&p=.htm,1.9196,"$107,342,561 ","$117,014,924.31 "
1990,Mar. 9-15,"$59,215,203 ",8.90%,"$62,222,527 ",11.60%,19,Hunt for Red October,10,/weekly/chart/?yr=1990&wk=10&p=.htm,1.9196,"$113,670,792 ","$119,443,716.13 "
1990,Mar. 2-8,"$54,364,923 ",36.60%,"$55,777,471 ",26.70%,16,Hunt for Red October,9,/weekly/chart/?yr=1990&wk=09&p=.htm,1.9196,"$104,360,089 ","$107,071,646.46 "
1990,Feb. 23-Mar. 1,"$39,792,043 ",-31.70%,"$44,010,492 ",-34.30%,21,Driving Miss Daisy,8,/weekly/chart/?yr=1990&wk=08&p=.htm,1.9196,"$76,385,671 ","$84,483,497.65 "
1990,Feb. 16-22,"$58,278,976 ",22.10%,"$67,029,325 ",17.20%,23,Driving Miss Daisy,7,/weekly/chart/?yr=1990&wk=07&p=.htm,1.9196,"$111,873,590 ","$128,670,950.12 "
1990,Feb. 9-15,"$47,742,770 ",4.00%,"$57,196,028 ",9.70%,21,Hard to Kill,6,/weekly/chart/?yr=1990&wk=06&p=.htm,1.9196,"$91,648,060 ","$109,794,739.33 "
1990,Feb. 2-8,"$45,928,846 ",-0.80%,"$52,150,097 ",7.10%,18,Driving Miss Daisy,5,/weekly/chart/?yr=1990&wk=05&p=.htm,1.9196,"$88,166,012 ","$100,108,460.44 "
1990,Jan. 26-Feb. 1,"$46,282,502 ",-12.70%,"$48,700,749 ",-20.10%,15,Driving Miss Daisy,4,/weekly/chart/?yr=1990&wk=04&p=.htm,1.9196,"$88,844,897 ","$93,487,016.99 "
1990,Jan. 19-25,"$53,038,380 ",-20.80%,"$60,966,668 ",-20.10%,21,Born on the Fourth of July,3,/weekly/chart/?yr=1990&wk=03&p=.htm,1.9196,"$101,813,628 ","$117,032,941.88 "
1990,Jan. 12-18,"$66,991,767 ",-0.60%,"$76,329,778 ",6.60%,18,Born on the Fourth of July,2,/weekly/chart/?yr=1990&wk=02&p=.htm,1.9196,"$128,598,853 ","$146,524,301.98 "
1990,Jan. 5-11,"$67,426,132 ",-26.20%,"$71,640,296 ",-28.90%,18,Born on the Fourth of July,1,/weekly/chart/?yr=1990&wk=01&p=.htm,1.9196,"$129,432,669 ","$137,522,270.34 "
1991,Dec. 27-Jan. 2,"$171,243,825 ",58.20%,"$173,060,189 ",59.40%,21,Hook,52,/weekly/chart/?yr=1991&wk=52&p=.htm,1.9287,"$330,285,002 ","$333,788,298.02 "
1991,Dec. 20-26,"$108,245,314 ",69.10%,"$108,594,408 ",68.70%,15,Hook,51,/weekly/chart/?yr=1991&wk=51&p=.htm,1.9287,"$208,777,185 ","$209,450,497.14 "
1991,Dec. 13-19,"$64,018,241 ",-3.90%,"$64,387,903 ",-4.60%,15,Hook,50,/weekly/chart/?yr=1991&wk=50&p=.htm,1.9287,"$123,474,612 ","$124,187,594.38 "
1991,Dec. 6-12,"$66,606,854 ",-18.30%,"$67,489,245 ",-17.80%,18,Star Trek VI: The Undiscovered Country,49,/weekly/chart/?yr=1991&wk=49&p=.htm,1.9287,"$128,467,376 ","$130,169,280.14 "
1991,Nov. 29-Dec. 5,"$81,556,224 ",-6.70%,"$82,127,214 ",-7.50%,17,Addams Family,48,/weekly/chart/?yr=1991&wk=48&p=.htm,1.9287,"$157,300,841 ","$158,402,132.47 "
1991,Nov. 22-28,"$87,429,408 ",105.40%,"$88,766,255 ",106.30%,18,Addams Family,47,/weekly/chart/?yr=1991&wk=47&p=.htm,1.9287,"$168,628,692 ","$171,207,123.66 "
1991,Nov. 15-21,"$42,572,271 ",-5.00%,"$43,020,515 ",-8.40%,17,Cape Fear,46,/weekly/chart/?yr=1991&wk=46&p=.htm,1.9287,"$82,110,888 ","$82,975,435.11 "
1991,Nov. 8-14,"$44,830,910 ",-5.10%,"$46,953,301 ",-4.70%,14,Curly Sue,45,/weekly/chart/?yr=1991&wk=45&p=.htm,1.9287,"$86,467,218 ","$90,560,761.07 "
1991,Nov. 1-7,"$47,247,985 ",13.20%,"$49,247,371 ",3.70%,15,The People Under the Stairs,44,/weekly/chart/?yr=1991&wk=44&p=.htm,1.9287,"$91,129,130 ","$94,985,428.15 "
1991,Oct. 25-31,"$41,731,660 ",0.60%,"$47,471,271 ",9.20%,19,House Party 2,43,/weekly/chart/?yr=1991&wk=43&p=.htm,1.9287,"$80,489,568 ","$91,559,791.10 "
1991,Oct. 18-24,"$41,468,221 ",-11.30%,"$43,469,413 ",-11.30%,16,Other People's Money,42,/weekly/chart/?yr=1991&wk=42&p=.htm,1.9287,"$79,981,462 ","$83,841,243.13 "
1991,Oct. 11-17,"$46,766,808 ",0.70%,"$49,009,602 ",-2.60%,21,The Fisher King,41,/weekly/chart/?yr=1991&wk=41&p=.htm,1.9287,"$90,201,064 ","$94,526,833.31 "
1991,Oct. 4-10,"$46,443,400 ",10.90%,"$50,292,836 ",14.40%,22,The Fisher King,40,/weekly/chart/?yr=1991&wk=40&p=.htm,1.9287,"$89,577,294 ","$97,001,859.46 "
1991,Sep. 27-Oct. 3,"$41,880,614 ",18.40%,"$43,946,000 ",16.40%,17,The Fisher King,39,/weekly/chart/?yr=1991&wk=39&p=.htm,1.9287,"$80,776,861 ","$84,760,456.06 "
1991,Sep. 20-26,"$35,377,738 ",-19.70%,"$37,760,818 ",-16.20%,18,Freddy's Dead: The Final Nightmare,38,/weekly/chart/?yr=1991&wk=38&p=.htm,1.9287,"$68,234,497 ","$72,830,841.37 "
1991,Sep. 13-19,"$44,061,625 ",27.60%,"$45,071,898 ",26.90%,14,Freddy's Dead: The Final Nightmare,37,/weekly/chart/?yr=1991&wk=37&p=.htm,1.9287,"$84,983,467 ","$86,932,021.80 "
1991,Sep. 6-12,"$34,544,871 ",-34.20%,"$35,526,734 ",-42.20%,14,Dead Again,36,/weekly/chart/?yr=1991&wk=36&p=.htm,1.9287,"$66,628,112 ","$68,521,871.75 "
1991,Aug. 30-Sep. 5,"$52,474,656 ",6.20%,"$61,442,757 ",8.40%,21,Dead Again,35,/weekly/chart/?yr=1991&wk=35&p=.htm,1.9287,"$101,210,025 ","$118,507,170.27 "
1991,Aug. 23-29,"$49,416,633 ",-21.60%,"$56,677,762 ",-21.80%,19,Hot Shots!,34,/weekly/chart/?yr=1991&wk=34&p=.htm,1.9287,"$95,311,891 ","$109,316,728.61 "
1991,Aug. 16-22,"$63,049,897 ",-17.90%,"$72,503,949 ",-19.90%,18,Hot Shots!,33,/weekly/chart/?yr=1991&wk=33&p=.htm,1.9287,"$121,606,927 ","$139,841,345.81 "
1991,Aug. 9-15,"$76,783,219 ",-13.10%,"$90,540,952 ",-9.60%,20,Hot Shots!,32,/weekly/chart/?yr=1991&wk=32&p=.htm,1.9287,"$148,094,950 ","$174,630,054.69 "
1991,Aug. 2-8,"$88,358,948 ",-1.80%,"$100,189,966 ",6.20%,16,Hot Shots!,31,/weekly/chart/?yr=1991&wk=31&p=.htm,1.9287,"$170,421,534 ","$193,240,504.49 "
1991,Jul. 26-Aug. 1,"$89,964,058 ",-20.70%,"$94,375,054 ",-19.50%,16,Terminator 2,30,/weekly/chart/?yr=1991&wk=30&p=.htm,1.9287,"$173,517,376 ","$182,025,044.77 "
1991,Jul. 19-25,"$113,441,670 ",-14.10%,"$117,205,910 ",-13.50%,15,Terminator 2,29,/weekly/chart/?yr=1991&wk=29&p=.htm,1.9287,"$218,799,611 ","$226,059,854.92 "
1991,Jul. 12-18,"$132,015,056 ",0.50%,"$135,465,725 ",3.10%,14,Terminator 2,28,/weekly/chart/?yr=1991&wk=28&p=.htm,1.9287,"$254,622,863 ","$261,278,310.45 "
1991,Jul. 5-11,"$131,396,562 ",2.50%,"$131,453,051 ",2.50%,14,Terminator 2,27,/weekly/chart/?yr=1991&wk=27&p=.htm,1.9287,"$253,429,949 ","$253,538,901.22 "
1991,Jun. 28-Jul. 4,"$128,141,085 ",24.60%,"$128,311,565 ",24.40%,16,Naked Gun 2 1/2,26,/weekly/chart/?yr=1991&wk=26&p=.htm,1.9287,"$247,150,976 ","$247,479,788.08 "
1991,Jun. 21-27,"$102,871,422 ",5.10%,"$103,178,813 ",3.30%,13,Robin Hood: Prince of Thieves,25,/weekly/chart/?yr=1991&wk=25&p=.htm,1.9287,"$198,412,339 ","$199,005,216.52 "
1991,Jun. 14-20,"$97,896,236 ",38.20%,"$99,864,222 ",40.20%,16,Robin Hood: Prince of Thieves,24,/weekly/chart/?yr=1991&wk=24&p=.htm,1.9287,"$188,816,493 ","$192,612,228.66 "
1991,Jun. 7-13,"$70,840,974 ",17.70%,"$71,256,427 ",11.50%,14,City Slickers,23,/weekly/chart/?yr=1991&wk=23&p=.htm,1.9287,"$136,633,898 ","$137,435,198.87 "
1991,May 31-Jun. 6,"$60,213,762 ",-21.30%,"$63,884,926 ",-20.20%,16,Backdraft,22,/weekly/chart/?yr=1991&wk=22&p=.htm,1.9287,"$116,136,757 ","$123,217,481.98 "
1991,May 24-30,"$76,485,412 ",64.70%,"$80,013,724 ",60.10%,17,Backdraft,21,/weekly/chart/?yr=1991&wk=21&p=.htm,1.9287,"$147,520,557 ","$154,325,757.45 "
1991,May 17-23,"$46,434,886 ",31.10%,"$49,989,792 ",35.30%,19,What About Bob?,20,/weekly/chart/?yr=1991&wk=20&p=.htm,1.9287,"$89,560,873 ","$96,417,366.04 "
1991,May 10-16,"$35,433,642 ",-7.00%,"$36,938,638 ",-8.30%,15,F/X 2,19,/weekly/chart/?yr=1991&wk=19&p=.htm,1.9287,"$68,342,321 ","$71,245,069.02 "
1991,May 3-9,"$38,091,768 ",-12.00%,"$40,264,933 ",-8.20%,16,Oscar,18,/weekly/chart/?yr=1991&wk=18&p=.htm,1.9287,"$73,469,158 ","$77,660,630.87 "
1991,Apr. 26-May2,"$43,296,573 ",-5.40%,"$43,868,676 ",-5.40%,16,Oscar,17,/weekly/chart/?yr=1991&wk=17&p=.htm,1.9287,"$83,507,880 ","$84,611,318.08 "
1991,Apr. 19-25,"$45,778,534 ",-12.00%,"$46,346,134 ",-12.80%,13,Out for Justice,16,/weekly/chart/?yr=1991&wk=16&p=.htm,1.9287,"$88,294,940 ","$89,389,693.13 "
1991,Apr. 12-18,"$52,014,217 ",7.60%,"$53,143,682 ",8.10%,16,Out for Justice,15,/weekly/chart/?yr=1991&wk=15&p=.htm,1.9287,"$100,321,958 ","$102,500,403.29 "
1991,Apr. 5-11,"$48,349,816 ",-29.90%,"$49,160,686 ",-33.50%,13,Teenage Mutant Ninja Turtles II,14,/weekly/chart/?yr=1991&wk=14&p=.htm,1.9287,"$93,254,277 ","$94,818,235.23 "
1991,Mar. 29-Apr. 4,"$68,971,147 ",-13.90%,"$73,946,352 ",-10.90%,18,Teenage Mutant Ninja Turtles II,13,/weekly/chart/?yr=1991&wk=13&p=.htm,1.9287,"$133,027,485 ","$142,623,367.75 "
1991,Mar. 22-28,"$80,074,247 ",31.80%,"$82,958,283 ",29.10%,18,Teenage Mutant Ninja Turtles II,12,/weekly/chart/?yr=1991&wk=12&p=.htm,1.9287,"$154,442,491 ","$160,005,049.40 "
1991,Mar. 15-21,"$60,737,742 ",-10.30%,"$64,250,378 ",-7.10%,17,Silence of the Lambs,11,/weekly/chart/?yr=1991&wk=11&p=.htm,1.9287,"$117,147,379 ","$123,922,344.27 "
1991,Mar. 8-14,"$67,718,040 ",-1.50%,"$69,132,321 ",-7.20%,18,Silence of the Lambs,10,/weekly/chart/?yr=1991&wk=10&p=.htm,1.9287,"$130,610,566 ","$133,338,348.34 "
1991,Mar. 1-7,"$68,731,188 ",4.40%,"$74,457,985 ",7.90%,18,Silence of the Lambs,9,/weekly/chart/?yr=1991&wk=09&p=.htm,1.9287,"$132,564,667 ","$143,610,175.34 "
1991,Feb. 22-28,"$65,859,387 ",-25.10%,"$69,024,082 ",-27.80%,14,Silence of the Lambs,8,/weekly/chart/?yr=1991&wk=08&p=.htm,1.9287,"$127,025,706 ","$133,129,583.33 "
1991,Feb. 15-21,"$87,963,746 ",31.80%,"$95,595,571 ",34.70%,18,Silence of the Lambs,7,/weekly/chart/?yr=1991&wk=07&p=.htm,1.9287,"$169,659,292 ","$184,379,106.06 "
1991,Feb. 8-14,"$66,740,928 ",17.20%,"$70,974,322 ",-1.60%,17,Sleeping with the Enemy,6,/weekly/chart/?yr=1991&wk=06&p=.htm,1.9287,"$128,725,970 ","$136,891,091.36 "
1991,Feb. 1-7,"$56,938,661 ",1.10%,"$72,094,081 ",6.90%,24,Home Alone,5,/weekly/chart/?yr=1991&wk=05&p=.htm,1.9287,"$109,819,935 ","$139,050,816.56 "
1991,Jan. 25-31,"$56,348,353 ",-25.70%,"$67,474,369 ",-25.30%,20,Home Alone,4,/weekly/chart/?yr=1991&wk=04&p=.htm,1.9287,"$108,681,384 ","$130,140,588.19 "
1991,Jan. 18-24,"$75,815,886 ",3.40%,"$90,369,322 ",12.00%,24,Home Alone,3,/weekly/chart/?yr=1991&wk=03&p=.htm,1.9287,"$146,229,215 ","$174,299,024.86 "
1991,Jan. 11-17,"$73,312,974 ",-11.40%,"$80,726,192 ",-7.80%,19,Home Alone,2,/weekly/chart/?yr=1991&wk=02&p=.htm,1.9287,"$141,401,746 ","$155,699,923.76 "
1991,Jan. 4-10,"$82,781,760 ",-43.00%,"$87,573,743 ",-44.30%,20,Home Alone,1,/weekly/chart/?yr=1991&wk=01&p=.htm,1.9287,"$159,664,582 ","$168,907,076.76 "
1992,Dec. 25-31,"$160,276,025 ",67.40%,"$164,077,104 ",69.10%,18,Aladdin,52,/weekly/chart/?yr=1992&wk=52&p=.htm,1.9566,"$313,600,319 ","$321,037,610.72 "
1992,Dec. 18-24,"$95,762,910 ",31.20%,"$97,051,543 ",32.50%,15,A Few Good Men,51,/weekly/chart/?yr=1992&wk=51&p=.htm,1.9566,"$187,372,248 ","$189,893,621.48 "
1992,Dec. 11-17,"$72,974,671 ",-1.10%,"$73,262,613 ",-1.00%,15,A Few Good Men,50,/weekly/chart/?yr=1992&wk=50&p=.htm,1.9566,"$142,784,176 ","$143,347,570.50 "
1992,Dec. 4-10,"$73,793,028 ",-36.50%,"$73,991,327 ",-36.50%,16,Home Alone 2: Lost in New York,49,/weekly/chart/?yr=1992&wk=49&p=.htm,1.9566,"$144,385,395 ","$144,773,391.62 "
1992,Nov. 27-Dec. 3,"$116,150,267 ",-5.50%,"$116,592,282 ",-7.50%,15,Home Alone 2: Lost in New York,48,/weekly/chart/?yr=1992&wk=48&p=.htm,1.9566,"$227,262,691 ","$228,127,549.36 "
1992,Nov. 20-26,"$122,870,185 ",64.00%,"$126,075,734 ",64.40%,19,Home Alone 2: Lost in New York,47,/weekly/chart/?yr=1992&wk=47&p=.htm,1.9566,"$240,411,061 ","$246,683,122.91 "
1992,Nov. 13-19,"$74,902,750 ",35.10%,"$76,683,257 ",36.30%,18,Bram Stoker's Dracula,46,/weekly/chart/?yr=1992&wk=46&p=.htm,1.9566,"$146,556,706 ","$150,040,493.21 "
1992,Nov. 6-12,"$55,443,476 ",36.30%,"$56,244,228 ",31.90%,17,Passenger 57,45,/weekly/chart/?yr=1992&wk=45&p=.htm,1.9566,"$108,482,175 ","$110,048,947.32 "
1992,Oct. 30-Nov. 5,"$40,680,927 ",-19.80%,"$42,628,219 ",-19.20%,17,Under Siege,44,/weekly/chart/?yr=1992&wk=44&p=.htm,1.9566,"$79,597,380 ","$83,407,503.20 "
1992,Oct. 23-29,"$50,719,997 ",-8.80%,"$52,749,341 ",-9.20%,17,Under Siege,43,/weekly/chart/?yr=1992&wk=43&p=.htm,1.9566,"$99,240,091 ","$103,210,758.78 "
1992,Oct. 16-22,"$55,623,151 ",-12.90%,"$58,059,627 ",-11.60%,17,Under Siege,42,/weekly/chart/?yr=1992&wk=42&p=.htm,1.9566,"$108,833,732 ","$113,601,005.12 "
1992,Oct. 9-15,"$63,878,553 ",14.60%,"$65,659,489 ",11.50%,19,Under Siege,41,/weekly/chart/?yr=1992&wk=41&p=.htm,1.9566,"$124,986,470 ","$128,471,096.55 "
1992,Oct. 2-8,"$55,720,300 ",1.90%,"$58,885,497 ",1.70%,18,The Last of the Mohicans,40,/weekly/chart/?yr=1992&wk=40&p=.htm,1.9566,"$109,023,816 ","$115,216,924.25 "
1992,Sep. 25-Oct. 1,"$54,663,092 ",20.10%,"$57,883,175 ",15.10%,16,The Last of the Mohicans,39,/weekly/chart/?yr=1992&wk=39&p=.htm,1.9566,"$106,955,255 ","$113,255,754.46 "
1992,Sep. 18-24,"$45,512,555 ",10.40%,"$50,285,106 ",14.10%,20,Sneakers,38,/weekly/chart/?yr=1992&wk=38&p=.htm,1.9566,"$89,051,071 ","$98,389,171.26 "
1992,Sep. 11-17,"$41,236,175 ",-12.00%,"$44,078,180 ",-13.50%,19,Sneakers,37,/weekly/chart/?yr=1992&wk=37&p=.htm,1.9566,"$80,683,793 ","$86,244,535.33 "
1992,Sep. 4-10,"$46,870,615 ",-8.50%,"$50,925,470 ",-7.20%,17,Honeymoon in Vegas,36,/weekly/chart/?yr=1992&wk=36&p=.htm,1.9566,"$91,708,288 ","$99,642,124.43 "
1992,Aug. 28-Sep. 3,"$51,244,192 ",-9.70%,"$54,858,011 ",-8.80%,16,Honeymoon in Vegas,35,/weekly/chart/?yr=1992&wk=35&p=.htm,1.9566,"$100,265,744 ","$107,336,638.39 "
1992,Aug. 21-27,"$56,746,118 ",-28.20%,"$60,179,288 ",-28.30%,19,Unforgiven,34,/weekly/chart/?yr=1992&wk=34&p=.htm,1.9566,"$111,030,959 ","$117,748,390.01 "
1992,Aug. 14-20,"$79,042,738 ",-10.20%,"$83,940,142 ",-8.50%,18,Unforgiven,33,/weekly/chart/?yr=1992&wk=33&p=.htm,1.9566,"$154,657,116 ","$164,239,506.76 "
1992,Aug. 7-13,"$88,014,078 ",12.20%,"$91,762,718 ",9.30%,19,Unforgiven,32,/weekly/chart/?yr=1992&wk=32&p=.htm,1.9566,"$172,210,678 ","$179,545,366.30 "
1992,Jul. 31-Aug. 6,"$78,443,280 ",-1.50%,"$83,948,106 ",3.50%,17,Death Becomes Her,31,/weekly/chart/?yr=1992&wk=31&p=.htm,1.9566,"$153,484,201 ","$164,255,089.33 "
1992,Jul. 24-30,"$79,601,746 ",-12.70%,"$81,129,996 ",-15.20%,13,Mo' Money,30,/weekly/chart/?yr=1992&wk=30&p=.htm,1.9566,"$155,750,886 ","$158,741,100.61 "
1992,Jul. 17-23,"$91,146,184 ",-13.40%,"$95,711,772 ",-10.50%,14,"Honey, I Blew Up the Kid",29,/weekly/chart/?yr=1992&wk=29&p=.htm,1.9566,"$178,339,040 ","$187,272,190.03 "
1992,Jul. 10-16,"$105,205,906 ",-5.40%,"$106,897,540 ",-3.90%,14,League of Their Own,28,/weekly/chart/?yr=1992&wk=28&p=.htm,1.9566,"$205,848,664 ","$209,158,560.19 "
1992,Jul. 3-9,"$111,177,722 ",0.70%,"$111,177,722 ",-2.10%,12,League of Their Own,27,/weekly/chart/?yr=1992&wk=27&p=.htm,1.9566,"$217,533,278 ","$217,533,277.74 "
1992,Jun. 26-Jul. 2,"$110,439,385 ",-12.30%,"$113,535,675 ",-9.90%,15,Batman Returns,26,/weekly/chart/?yr=1992&wk=26&p=.htm,1.9566,"$216,088,628 ","$222,146,911.08 "
1992,Jun. 19-25,"$125,963,462 ",63.30%,"$125,963,462 ",61.70%,12,Batman Returns,25,/weekly/chart/?yr=1992&wk=25&p=.htm,1.9566,"$246,463,449 ","$246,463,448.54 "
1992,Jun. 12-18,"$77,137,747 ",-10.30%,"$77,878,658 ",-9.40%,13,Patriot Games,24,/weekly/chart/?yr=1992&wk=24&p=.htm,1.9566,"$150,929,760 ","$152,379,446.50 "
1992,Jun. 5-11,"$86,000,885 ",9.30%,"$86,000,885 ",7.30%,12,Patriot Games,23,/weekly/chart/?yr=1992&wk=23&p=.htm,1.9566,"$168,271,611 ","$168,271,611.13 "
1992,May 29-Jun. 4,"$78,660,322 ",-23.20%,"$80,184,059 ",-22.00%,15,Lethal Weapon 3,22,/weekly/chart/?yr=1992&wk=22&p=.htm,1.9566,"$153,908,871 ","$156,890,255.20 "
1992,May 22-28,"$102,362,772 ",62.00%,"$102,791,506 ",60.60%,16,Lethal Weapon 3,21,/weekly/chart/?yr=1992&wk=21&p=.htm,1.9566,"$200,285,713 ","$201,124,585.23 "
1992,May 15-21,"$63,194,608 ",119.40%,"$64,004,098 ",76.20%,18,Lethal Weapon 3,20,/weekly/chart/?yr=1992&wk=20&p=.htm,1.9566,"$123,648,245 ","$125,232,114.64 "
1992,May 8-14,"$28,802,369 ",-9.40%,"$36,333,112 ",-8.90%,23,Basic Instinct,19,/weekly/chart/?yr=1992&wk=19&p=.htm,1.9566,"$56,355,479 ","$71,090,329.99 "
1992,May 1-7,"$31,798,752 ",-30.90%,"$39,901,371 ",-28.80%,23,Basic Instinct,18,/weekly/chart/?yr=1992&wk=18&p=.htm,1.9566,"$62,218,281 ","$78,072,080.13 "
1992,Apr. 24-30,"$46,010,417 ",-34.00%,"$55,999,807 ",-26.70%,20,Basic Instinct,17,/weekly/chart/?yr=1992&wk=17&p=.htm,1.9566,"$90,025,201 ","$109,570,706.71 "
1992,Apr. 17-23,"$69,661,859 ",-6.30%,"$76,441,880 ",-3.70%,19,Basic Instinct,16,/weekly/chart/?yr=1992&wk=16&p=.htm,1.9566,"$136,302,240 ","$149,568,208.58 "
1992,Apr. 10-16,"$74,334,180 ",0.10%,"$79,352,304 ",2.70%,19,Sleepwalkers,15,/weekly/chart/?yr=1992&wk=15&p=.htm,1.9566,"$145,444,227 ","$155,262,821.32 "
1992,Apr. 3-9,"$74,237,759 ",-3.10%,"$77,247,484 ",-4.50%,19,Basic Instinct,14,/weekly/chart/?yr=1992&wk=14&p=.htm,1.9566,"$145,255,567 ","$151,144,474.72 "
1992,Mar. 27-Apr. 2,"$76,616,014 ",17.20%,"$80,913,419 ",15.60%,21,White Men Can't Jump,13,/weekly/chart/?yr=1992&wk=13&p=.htm,1.9566,"$149,908,924 ","$158,317,340.31 "
1992,Mar. 20-26,"$65,360,593 ",16.10%,"$70,018,181 ",13.80%,20,Basic Instinct,12,/weekly/chart/?yr=1992&wk=12&p=.htm,1.9566,"$127,886,269 ","$136,999,428.85 "
1992,Mar. 13-19,"$56,295,576 ",1.30%,"$61,533,291 ",1.80%,20,Wayne's World,11,/weekly/chart/?yr=1992&wk=11&p=.htm,1.9566,"$110,149,416 ","$120,397,668.17 "
1992,Mar. 6-12,"$55,564,336 ",7.20%,"$60,456,598 ",-0.30%,18,Wayne's World,10,/weekly/chart/?yr=1992&wk=10&p=.htm,1.9566,"$108,718,653 ","$118,290,982.11 "
1992,Feb. 28-Mar. 5,"$51,858,746 ",-14.70%,"$60,619,195 ",-11.20%,22,Wayne's World,9,/weekly/chart/?yr=1992&wk=09&p=.htm,1.9566,"$101,468,197 ","$118,609,123.71 "
1992,Feb. 21-27,"$60,765,765 ",-25.40%,"$68,268,952 ",-20.20%,19,Wayne's World,8,/weekly/chart/?yr=1992&wk=08&p=.htm,1.9566,"$118,895,906 ","$133,576,841.02 "
1992,Feb. 14-20,"$81,417,605 ",38.80%,"$85,570,870 ",42.50%,15,Wayne's World,7,/weekly/chart/?yr=1992&wk=07&p=.htm,1.9566,"$159,303,844 ","$167,430,232.39 "
1992,Feb. 7-13,"$58,673,690 ",-1.40%,"$60,065,188 ",-1.70%,14,Medicine Man,6,/weekly/chart/?yr=1992&wk=06&p=.htm,1.9566,"$114,802,497 ","$117,525,138.93 "
1992,Jan. 31-Feb. 6,"$59,480,242 ",2.00%,"$61,125,590 ",-2.50%,14,The Hand That Rocks the Cradle,5,/weekly/chart/?yr=1992&wk=05&p=.htm,1.9566,"$116,380,618 ","$119,599,949.59 "
1992,Jan. 24-30,"$58,327,439 ",-31.10%,"$62,689,506 ",-34.10%,15,The Hand That Rocks the Cradle,4,/weekly/chart/?yr=1992&wk=04&p=.htm,1.9566,"$114,125,013 ","$122,659,949.09 "
1992,Jan. 17-23,"$84,630,294 ",17.20%,"$95,147,257 ",17.70%,19,The Hand That Rocks the Cradle,3,/weekly/chart/?yr=1992&wk=03&p=.htm,1.9566,"$165,589,876 ","$186,167,645.02 "
1992,Jan. 10-16,"$72,184,109 ",-23.20%,"$80,828,620 ",-15.00%,18,The Hand That Rocks the Cradle,2,/weekly/chart/?yr=1992&wk=02&p=.htm,1.9566,"$141,237,341 ","$158,151,420.34 "
1992,Jan. 3-9,"$93,957,495 ",-45.10%,"$95,043,404 ",-45.10%,17,Hook,1,/weekly/chart/?yr=1992&wk=01&p=.htm,1.9566,"$183,839,725 ","$185,964,443.49 "
